163	Netstub: a framework for verification of distributed java applications.
164	Sieve: A Tool for Automatically Detecting Variations Across Program Versions.
165	Semi-Automated Verification of Erlang Code.
166	Constructing Corba-Supported Oracles for Testing: A Case Study in Automated Software Testing.
167	Automated Software Engineering Using Concurrent Class Machines.
168	Spectrum-Based Multiple Fault Localization.
169	Japanese Workshop on Leveraging Web2.0 Technologies in Software Development Environments (WebSDE).
170	Automatic Test Cases Optimization Using a Bacteriological Adaptation Model: Application to .NET Component.
171	Self-Repair through Reconfiguration: A Requirements Engineering Approach.
172	Programs Are Abstract Data Types.
173	Fault Localization With Nearest Neighbor Queries.
174	Eliminating products to test in a software product line.
175	KaitoroBase: Visual Exploration of Software Architecture Documents.
176	Tutorial on JML, the java modeling language.
177	A Tool for Attributed Goal-Oriented Requirements Analysis.
178	Towards Certifying Domain-Specific Properties of Synthesized Code.
179	Mining concepts from code with probabilistic topic models.
180	A rigorous approach for proving model refactorings.
181	Automated Validation of Software Models.
182	Knowledge Base Approach to Consistency Management of UML Specification.
183	Precise identification of composition relationships for UML class diagrams.
184	A buffer overflow benchmark for software model checkers.
185	Aspectizing Server-Side Distribution.
186	Query-Aware Test Generation Using a Relational Constraint Solver.
187	Round-Trip Engineering of Framework-Based Software using Framework-Specific Modeling Languages.
188	Generative Design Patterns.
189	Visual Constraint Diagrams: Runtime Conformance Checking of UML Object Models versus Implementations.
190	REMES tool-chain: a set of integrated tools for behavioral modeling and analysis of embedded systems.
191	Automating the performance management of component-based enterprise systems through the use of redundancy.
192	Testing Database Transaction Concurrency.
193	Empirical evaluation of the tarantula automatic fault-localization technique.
194	How Program History Can Improve Code Completion.
195	Predicting Software Stability Using Case-Based Reasoning.
196	Scalable automatic test data generation from modeling diagrams.
197	A similarity-aware approach to testing based fault localization.
198	Software design sketching with calico.
199	Software Library Usage Pattern Extraction Using a Software Model Checker.
200	Predicting Fault Prone Modules by the Dempster-Shafer Belief Networks.
201	Automating Software Traceability in Very Small Companies: A Case Study and Lessons Learne.
202	Automata-Based Verification of Temporal Properties on Running Programs.
203	An Approach to Rapid Prototyping of Large Multi-Agent Systems.
204	Enabling Automated Traceability Maintenance by Recognizing Development Activities Applied to Models.
205	Verifying Specifications with Proof Scores in CafeOBJ.
206	VIATRA - Visual Automated Transformations for Formal Verification and Validation of UML Models.
207	Generation of visual editors as eclipse plug-ins.
208	Improving Structural Testing of Object-Oriented Programs via Integrating Evolutionary Testing and Symbolic Execution.
209	Theoretical Foundations of Updating Systems.
210	Heuristics for Scalable Dynamic Test Generation.
211	A visual language and environment for composing web services.
212	Driving the selection of cots components on the basis of system requirements.
213	Calysto: scalable and precise extended static checking.
214	Augmenting SADT to Develop Computer Support for Cooperative Work.
215	Automating the Detection of Reusable Parts in Existing Software.
216	Verification support for workflow design with UML activity graphs.
217	The Property Vector Specification of a Multiset Iterator.
218	A Scalable, Automated Process for Year 2000 System Correction.
219	A multiple case study on the impact of pair programming on product quality.
220	Experimental program analysis: a new paradigm for program analysis.
221	Analyzing software architectures with Argus-I.
222	A Systematic Survey of CMM Experience and Results.
223	Software Reuse Experience at Hewlett-Packard.
224	How we refactor, and how we know it.
225	Applying and adjusting a software process improvement model in practice: the use of the IDEAL model in a small software enterprise.
226	Experience with Performing Architecture Tradeoff Analysis.
227	Using Simulation to Empirically Investigate Test Coverage Criteria Based on Statechart.
228	Safe query objects: statically typed objects as remotely executable queries.
229	Panel on Collaborative Software Engineering.
230	Assume-Guarantee Verification of Source Code with Design-Level Assumptions.
231	Adding High Availability and Autonomic Behavior to Web Services.
232	Testing-based interactive fault localization.
233	Algorithmic cost estimation for software evolution.
234	A quality-driven systematic approach for architecting distributed software applications.
235	An evaluation of the paired comparisons method for software sizing.
236	Platform-independent and tool-neutral test descriptions for automated software testing.
237	Model-Based Testing in Practice.
238	Analysis of multi-agent systems based on KAOS modeling.
239	A cross-program investigation of students' perceptions of agile methods.
240	An Analytical Comparison of the Fault-Detecting Ability of Data Flow Testing Techniques.
241	Balancing Agility and Discipline: Evaluating and Integrating Agile and Plan-Driven Methods.
242	Software Evolution through Iterative Prototyping.
243	An Experimental Evaluation of Selective Mutation.
244	Reliable Software and Communication: Software Quality, Reliability, and Safety.
245	Automatic Checking of Instruction Specifications.
246	Analyzing Partially-Implemented Real-Time Systems.
247	Open Implementation Design Guidelines.
248	Specification-Based Test Oracles for Reactive Systems.
249	Main effects screening: a distributed continuous quality assurance process for monitoring performance degradation in evolving software systems.
250	Software Architecture: Practice, Potential, and Pitfalls.
251	Reuse Library Interoperability and the World Wide Web.
252	SoftGUESS: Visualization and Exploration of Code Clones in Context.
253	Supporting dynamic composition of components.
254	ASADAL: a tool system for co-development of software and test environment based on product line engineering.
255	Complete and accurate clone detection in graph-based models.
256	On the Inference of Configuration Structures from Source Code.
257	Network abstractions for context-aware mobile computing.
258	Defect Type and Its Impact on the Growth Curve.
259	Second international workshop on software engineering for high performance computing system applications.
260	SYNTHESIS: A Tool for Automatically Assembling Correct and Distributed Component-Based Systems.
261	Automatically finding patches using genetic programming.
262	An Empirical Study of Software Reuse vs. Defect-Density and Stability.
263	Why use the model driven architecture to design and build distributed applications?
264	Hybrid Concolic Testing.
265	Requirements engineering in the year 00: a research perspective.
266	Detection of Duplicate Defect Reports Using Natural Language Processing.
267	License integration patterns: Addressing license mismatches in component-based development.
268	Fraunhofer: the German model for applied research and technology transfer.
269	Lessons on Converting Batch Systems to Support Interaction (Experience Report).
270	Enriching software engineering courses with service-learning projects and the open-source approach.
271	Productivity Analysis of Software Development with an Integrated CASE Tool.
272	Theme: An Approach for Aspect-Oriented Analysis and Design.
273	Security attribute evaluation method: a cost-benefit approach.
274	Daily build and feature development in large distributed projects.
275	The SMART Approach for Software Process Engineering.
276	Accurate Interprocedural Null-Dereference Analysis for Java.
277	HighSpec: a tool for building and checking OZTA models.
278	Software Development Environments for Scientific and Engineering Software: A Series of Case Studies.
279	A Component- and Message-Based Architectural Style for GUI Software.
280	Performing Data Flow Testing on Classes.
281	Hybrid Slicing: An Approach for Refining Static Slices Using Dynamic Information.
282	Compiler and tool support for debugging object protocols.
283	The universe model: an approach for improving the modularity and reliability of concurrent programs.
284	Using an SQL coverage measurement for testing database applications.
285	On-Line Change Mechanisms.
286	Testing context-aware middleware-centric programs: a data flow approach and an RFID-based experimentation.
287	Secure systems development based on the common criteria: the PalME project.
288	Automatic Generation of State Invariants from Requirements Specifications.
289	Predicting failures with developer networks and social network analysis.
290	An empirical study of regression testing techniques incorporating context and lifetime factors and improved cost-benefit models.
291	Explaining abstract counterexamples.
292	Local analysis of atomicity sphere for B2B collaboration.
293	Automatically locating framework extension examples.
294	Isolating cause-effect chains from computer programs.
295	An Intermedicate Design Language and Its Analysis.
296	Work experience versus refactoring to design patterns: a controlled experiment.
297	Automating first-order relational logic.
298	Empirical evidence of the benefits of workspace awareness in software configuration management.
299	Integrating Status and Event Phenomena in Formal Specifications of Interactive Systems.
300	Generating Oracles from Your Favorite Temporal Logic Specifications.
301	SYNERGY: a new algorithm for property checking.
302	Tool Support for Planning the Restructuring of Data Abstractions in Large Systems.
303	A type system for object models.
304	COM revisited: tool-assisted modelling of an architectural framework.
305	Test Case Generation by Means of Learning Techniques.
306	A Unified Version Model for Configuration Management.
307	How is aliasing used in systems software?
308	Interconnecting Formalisms: Supporting Modularity, Reuse and Incrementality.
309	A micro-economic approach to conflict resolution in mobile computing.
310	Making embedded software reuse practical and safe.
311	Engineering human trust in mobile system collaborations.
312	Software Reflexion Models: Bridging the Gap Between Source and High-Level Models.
313	Towards Scalable Compositional Analysis.
314	Reasoning about partial goal satisfaction for requirements and design engineering.
315	Using redundancies to find errors.
316	Using assertions to help end-user programmers create dependable web macros.
317	Formal Modeling and Analysis of the HLA Component Integration Standard.
318	Mechanisms for Generic Process Support.
319	Inter-context control-flow and data-flow test adequacy criteria for nesC applications.
320	Verifying aspect advice modularly.
321	Detecting increases in feature coupling using regression tests.
322	Egocentric context-aware programming in ad hoc mobile environments.
323	Compositional Reachability Analysis of Finite-State Distributed Systems with User-Specified Constraints.
324	Further Empirical Studies of Test Effectiveness.
325	Semi-automating small-scale source code reuse via structural correspondence.
326	An enhanced test case selection approach for model-based testing: an industrial case study.
327	Speeding up Slicing.
328	Software Measure Specification.
329	Automated identification of parameter mismatches in web applications.
330	A Practical Approach to Software Engineering Using Z and the Refinement Calculus.
331	Signature Matching: A Key to Reuse.
332	Model Checking Software Systems: A Case Study.
333	What makes a good bug report?
334	Enhancing Compositional Reachability Analysis with Context Constraints.
335	Differential symbolic execution.
336	Using task context to improve programmer productivity.
337	Heuristic-guided counterexample search in FLAVERS.
338	An empirical study of the effect of time constraints on the cost-benefits of regression testing.
339	Interpolation for data structures.
340	Composable semantics for model-based notations.
341	Scaling regression testing to large software systems.
342	Automated Test Data Generation Using an Iterative Relaxation Method.
343	Bit level types for high level reasoning.
344	Containment units: a hierarchically composable architecture for adaptive systems.
345	Using Object-Oriented Typing to Support Architectural Design in the C2 Style.
346	Using Style to Understand Descriptions of Software Architecture.
347	An efficient and backwards-compatible transformation to ensure memory safety of C programs.
348	Correlation exploitation in error ranking.
349	Using Specialized Procedures and Specification-Based Analysis to Reduce the Runtime Costs of Modularity.
